Clase,PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,CONTENT-URL,DIRECCION,ParsedStreet,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,ParsedPostal,BARRIO,DISTRITO,LATITUD,CoorParsed,LONGITUD,TELEFONO,EMAIL,TIPO,SUBTIPO,SubTipoParseado,FECHA,AUTORES,PDF
monumentos,400476,Al Viejo Profesor,NOConocido,NOConocido,NOConocido,NOConocido,L#apida conmemorativa de la inauguraci#on del antiguo Instituto de Formaci#on Profesional (hoy de Educaci#on Secundaria) el d#ia 22 de mayo de 1987. Est#a dedicada a la memoria del Alcalde Enrique Tierno Galv#an (1918-1986)_ conocido cariñosamente como “El viejo profesor”_ que hab#ia fallecido el 19 de enero de 1986 y bajo cuyo mandato se promovi#o la construcci#on de este centro escolar. El texto comienza con las palabras “Es menester…”_ una expresi#on empleada habitualmente por el citado regidor y profesor universitario.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0dd8091d1b9c4510091d1b9c45102e085a0aRCRD,Avda Eduardo Barreiros,AvdaEduardoBarreirosNum62994,17,MADRID,MADRID,10000,10000N81203,ORCASUR,USERA,40.36993800699785,36993800699785N6287,-3.6954258580540538,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1987,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400476.pdf?idMonumento=0dd8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,409099,Albercas-acequias Del Jard#in Isl#amico,NOConocido,NOConocido,NOConocido,NOConocido,El Jard#in de las Tres Culturas es un #ambito espec#ifico_ aunque plenamente integrado en el conjunto del Parque Juan Carlos I_ que se destina a conmemorar y celebrar la singular convivencia que_ durante los siglos medievales_ se dio en España entre las grandes civilizaciones surgidas a partir de las tres principales religiones monote#istas: jud#ia_ cristiana e isl#amica. Se ubica en el cuadrante noreste del anillo_ entre un tramo de la R#ia y el Olivar Reina Sof#ia_ respetando el trazado de los paseos y la cuadr#icula que organiza esta zona del parque.Concebido como s#imbolo de tolerancia y respeto mutuo_ y planteado como un recorrido tem#atico_ el jard#in se fundamenta sobre dos criterios esenciales: la integraci#on de los tres espacios_ f#acilmente identificables_ en un conjunto formalmente unitario pero org#anicamente articulado; y la independencia funcional_ sin ning#un tipo de jerarqu#ia_ entre todos ellos. As#i_ el proyecto no pretende reconstruir ning#un jard#in existente o desaparecido_ sino crear con materiales modernos un jard#in actual como homenaje contempor#aneo a estas tres culturas milenarias.La Trilog#ia presenta como punto com#un e integrador una gran plataforma circular elevada (el Para#iso_ reflejo de Perfecci#on) de la que parten cuatro acequias (los Cuatro R#ios)_ que est#a precedida por una puerta simb#olica (el Árbol de la Vida) a la que se accede por una Pasarela-puente que se inicia en una Plaza de acceso situada en uno de los paseos del parque_ junto al mencionado olivar centenario. Ese c#irculo central dominante es el punto de partida de los distintos jardines que_ en posici#on igualitaria y unidos entre s#i por un paseo conc#entrico_ se definen por su forma cuadrada como referencia simb#olica a los cuatro puntos cardinales. Cada uno de ellos se encuentra singularizado_ adem#as de por su composici#on_ sus especies vegetales y una selecci#on de citas literarias_ por la presencia de diversos hitos y elementos acu#aticos propios de un jard#in: el Jard#in Jud#io (o Vergel de Granados) recrea la planta de la Ciudad Ideal_ rodeada por una Muralla_ con una gran Fuente-manantial formada a partir de la Estrella de David y con un Estanque-oasis en el extremo; el Jard#in Cristiano (o Claustro de las Cantigas) se inspira a un claustro medieval_ con su Puerta-campanario_ su Columnata perimetral y su Templete central rodeado por cuatro Estanques-grader#ios; y el Jard#in Isl#amico (o Estancia de las Delicias) se configura como un jard#in geom#etrico en varios niveles_ enmarcado por cuatro Torretas-palomares y presidido por un Pabell#on central que da cobijo a una Fuente de m#armol que_ a su vez_ abastece a dos grandes Albercas ubicadas en un extremo.El Jard#in de las Tres Culturas fue inaugurado_ junto al resto del Parque Juan Carlos I_ por los reyes de España Don Juan Carlos y Doña Sof#ia el d#ia 7 de mayo de 1992_ coincidiendo con la celebraci#on de la Capitalidad Europea de la Cultura que aquel año correspondi#o a Madrid.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0778091d1b9c4510091d1b9c45102e085a0aRCRD,JARDIN TRES CULTURAS,JardinTresCulturasNum26831,NOConocido,MADRID,MADRID,10000,10000N19079,NOConocido,DISTRITO,40.46432173275739,46432173275739N1694,-3.6035577418764246,NOConocido,NOConocido,NoIdentificado,Fuente_ Estanque_ Lámina de agua,FuenteEstanqueLTTaminaDeAgua,1990,ESTEBAN PENELAS_ Jos#e Luis - ESTERAS MARTÍN_ Emilio - SILBER BRODSKY_ Myriam,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409099.pdf?idMonumento=0778091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408837,Alberto Aguilera,NOConocido,NOConocido,NOConocido,NOConocido,Alberto Aguilera naci#o en Valencia en 1840 y muri#o en Madrid en 1913. Escritor y pol#itico vinculado al Partido Liberal_ fue un personaje muy unido a la historia de Madrid_ ya que fue tres veces alcalde_ as#i como diputado_ senador y Ministro de Gobernaci#on en el gabinete presidido por Sagasta.Entre las reformas urbanas realizadas bajo su mandato destacan la creaci#on del Parque del Oeste_ el Laboratorio  Municipal y el Asilo de Santa Cristina; mand#o erigir las estatuas a Quevedo_ Lope de Vega_ Bravo Murillo_ Arg&amp;uuml;elles y al marqu#es de Salamanca.La l#apida se instal#o en la casa donde vivi#o y muri#o en la calle Magdalena_ iniciativa del Ayuntamiento de Madrid en homenaje al setenta y cinco aniversario de su muerte; la inauguraci#on tuvo lugar el 20 de diciembre de 1988.El diseño de la l#apida fue realizado por Joaqu#in Rold#an_ Arquitecto Jefe de la Secci#on del Patrimonio Hist#orico-Art#istico del Departamento de Conservaci#on de Edificaciones,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=22c8091d1b9c4510091d1b9c45102e085a0aRCRD,CALLE MAGDALENA,CalleMagdalenaNum41437,6,MADRID,MADRID,28012,28012N79426,EMBAJADORES,CENTRO,40.41236475188858,41236475188858N8609,-3.7028056847304587,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1988,ROLDÁN PASCUAL_ Joaqu#in,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408837.pdf?idMonumento=22c8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408416,Alejandro Busuioceanu,NOConocido,NOConocido,NOConocido,NOConocido,En 1968_ el Instituto de Cultura Hisp#anica_ representado en el acto inaugural por su secretario general_ don Enrique Su#arez de Puga_ coloc#o una l#apida sobre la puerta del domicilio del poeta rumano en lengua española Alejandro Busuioceanu (1896–1961).Este escritor y ensayista con gran conocimiento del arte español_ vino como Consejero Cultural de Rumania a Madrid_ ciudad en la que se qued#o el resto de su vida_ como exiliado del r#egimen comunista que se estableci#o en su tierra natal tras la Segunda Guerra Mundial. Realiz#o numerosas publicaciones en lengua española y perteneci#o a los c#irculos art#isticos y literarios españoles de la #epoca_ teniendo una asidua relaci#on con artistas como Angel Ferrant_ o con literatos como Vicente Aleixandre o Eugenio D'Ors; asistiendo a la colocaci#on de la l#apida que nos ocupa el escritor_ poeta y acad#emico de la lengua don Luis Rosales.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=83b8091d1b9c4510091d1b9c45102e085a0aRCRD,C General Pardiñas,CGeneralPardiñasNum26552,32,MADRID,MADRID,10000,10000N40088,GOYA,SALAMANCA,40.42653481671234,42653481671234N4858,-3.6784433319353482,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1968,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408416.pdf?idMonumento=83b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408540,Alejandro Muñoz Revenga,NOConocido,NOConocido,NOConocido,NOConocido,Los terrenos sobre los que se halla este jard#in_ anexos a la Iglesia del Cristo de las Victorias_ construcci#on con pretensiones clasicistas acabada en 1963_ estuvieron durante muchos años vallados hasta que en la d#ecada de los ochenta se abrieron al p#ublico como jard#in municipal. Pocos años despu#es se excavaron para construir un aparcamiento con la cubierta ajardinada. Fue el momento en que se les di#o el nombre del concejal del Partido Popular_ Alejandro Muñoz Revenga_ fallecido el d#ia 26 de Abril de 1989 a causa de un accidente de tr#afico. Para conmemorar esta dedicaci#on se levant#o un pequeño pedestal formado por un 'collage' de piezas talladas procedentes de restos de los almacenes municipales_ a los que se fij#o una l#apida con la fecha de 16 de julio de 1990_ en que fue inaugurada la pieza_ encarg#andose de la instalaci#on el arquitecto Manuel Rivero V#azquez_ y Manuel S#anchez Vega.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=abb8091d1b9c4510091d1b9c45102e085a0aRCRD,CALLE MELENDEZ VALDES,CalleMelendezValdesNum52472,1,MADRID,MADRID,28015,28015N15952,ARAPILES,CHAMBERI,40.432796826299686,432796826299686N5675,-3.709246187769124,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1990,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408540.pdf?idMonumento=abb8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408374,Alexandr Pushkin,NOConocido,NOConocido,NOConocido,NOConocido,La hist#orica quinta de la Fuente del Berro_ declarada Jard#in Art#istico seg#un decretos de 31 de julio de 1941 y 4 de Enero de 1946_ fue adquirida por el Ayuntamiento de Madrid siendo alcalde el conde de Mayalde_ seg#un escritura de 21 de junio de 1948. A partir de ese momento_ el Ayuntamiento abord#o una reforma del conjunto_ cerrando el palacete y abriendo los jardines en 1953 como parque p#ublico. Algunas de las piezas escult#oricas que lo ornamentaban fueron retiradas por su #ultimo propietario don Mauritz van Eehgen_ con lo cual el Consistorio tuvo la posibilidad de ir colocando en el lugar nuevas esculturas_ de las cuales algunas son abstractas_ y otras figurativas conmemorativas; como esta estatua del gran poeta rom#antico ruso Alexandr Pushkin (1799–1837)_ obra en bronce del escultor O. Komobt que fue donada el año 1981 por la ciudad de Mosc#u a la villa de Madrid_ que la instal#o al final de una avenida de arbustos recortados en bola ante la fachada oriental del palacete_ donde antaño se localizaba su desaparecido jard#in sevillano; siendo trasladada posteriormente al entorno m#as naturalista de una isleta verde en la zona inferior del parque. A cambio_ Madrid don#o a Mosc#u una r#eplica de la estatua a Miguel de Cervantes de Manuel Sol#a que se alza en la Plaza de las Cortes ante el Congreso de los Diputados_ y que fue colocada en el Parque de la Amistad de la capital rusa.La estatua se debe al escultor ruso Oleg Komov_ que visit#o Madrid durante la inauguraci#on del monumento_ y realiz#o una exposici#on en el Patio de Cristales del Ayuntamiento de Madrid. Este artista con numerosas obras en la ciudad de Mosc#u_ se declara deudor de Vel#azquez_ y tiene una trayectoria que se mueve entre la abstracci#on y el realismo. Al acto inaugural asistieron el alcalde de Madrid Enrique Tierno Galv#an_ y el embajador sovi#etico Yuri Dubinin.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ec08091d1b9c4510091d1b9c45102e085a0aRCRD,PARQUE QUINTA FUENTE DEL BERRO,ParqueQuintaFuenteDelBerroNum95997,NOConocido,MADRID,MADRID,10000,10000N53003,NOConocido,DISTRITO,40.42476290600173,42476290600173N3722,-3.6608579170962035,NOConocido,NOConocido,NoIdentificado,Estatua,Estatua,1981,null,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408374.pdf?idMonumento=ec08091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408354,Alf#erez Provisional,NOConocido,NOConocido,NOConocido,NOConocido,Se trata de un monolito inaugurado el 23 de mayo de 1965_ a propuesta de la Hermandad de Alf#ereces Provisionales_ y previa aceptaci#on del Ayuntamiento de Madrid_ entonces presidido por el Conde de Mayalde. Se ped#ia adem#as que se le dedicara a los 'estampillados'_ o militares franquistas habilitados a un empleo superior durante la Guerra Civil_ una plaza en la ciudad_ siendo finalmente la elegida este ensanchamiento de la calle de Felipe IV_ frente al Sal#on de Reinos_ sede del antiguo Museo del Ej#ercito. El acto de inauguraci#on estuvo presidido por el nuevo alcalde Carlos Arias Navarro_ el ministro de Comercio Alberto Ullastres_ el gobernador militar de Madrid_ el Jefe del Estado Mayor del Aire_ el presidente de la Diputaci#on Provincial y el de la Hermandad Nacional de Alf#ereces Provisionales_ bendiciendo el obelisco el p#arroco de San Jer#onimo el Real.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a2b8091d1b9c4510091d1b9c45102e085a0aRCRD,CALLE FELIPE IV,CalleFelipeIvNum95163,1,MADRID,MADRID,28014,28014N66329,LOS JERONIMOS,RETIRO,40.41534345623286,41534345623286N4299,-3.6924516397138722,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1965,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408354.pdf?idMonumento=a2b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408441,Alfonso R. Castelao,NOConocido,NOConocido,NOConocido,NOConocido,En la zona ajardinada que queda entre el Parque de las Avenidas y la autov#ia M-30_ denominada con el nombre de la villa lucense de Breogan_ se instal#o el 23 de mayo de 1982 un monolito de piedra berroqueña en honor al literato_ periodista_ m#edico_ pintor_ escen#ografo y pol#itico de Rianxo (La Coruña)_ Alfonso Rodr#iguez Castelao (1886-1950)_ genial personaje que extendi#o como nadie la voz y la imagen de Galicia por el mundo_ dando una visi#on desmitificadora y a la vez esperp#entica_ pero con grandes dosis de humorismo_ de su tierra natal.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=46b8091d1b9c4510091d1b9c45102e085a0aRCRD,NOConocido,NoDireccionNum20007,NOConocido,MADRID,MADRID,10000,10000N53813,GUINDALERA,SALAMANCA,40.43550256599663,43550256599663N5902,-3.6606830324377992,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1982,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408441.pdf?idMonumento=46b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408005,Alfonso Vi,NOConocido,NOConocido,NOConocido,NOConocido,Forma parte esta escultura de la serie concebida por el fraile benedictino Mart#in Sarmiento en 1743 para la decoraci#on exterior del Palacio Real y_ concretamente_ de la balaustrada corrida superior_ atendiendo a los proyectos de Juvarra y Sacchetti. Fueron esculpidas 114 estatuas entre dicho año de 1743 y 1748_ durante los reinados de Felipe V y Fernando VI y bajo la direcci#on de los escultores de S.M. Juan Domingo Olivieri y Felipe de Castro_ las cuales se llegaron a colocar total o parcialmente_ pues hay noticia que_ durante el reinado de Carlos III_ el arquitecto mayor Francisco Sabatini llev#o a cabo su desmontaje y almacenamiento en el Palacio_ atendiendo a nuevos criterios est#eticos. En 1842 fueron restauradas por Francisco El#ias y Jos#e Tom#as_ distribuy#endose por diferentes lugares_ como la Plaza de Oriente de Madrid_ el Parque del Retiro_ el Museo del Ej#ercito y otras localidades_ como Aranjuez_ Toledo_ Burgos_ Logroño y Vitoria. En 1943 ocho de las estatuas de reyes que estaban en la Plaza de Oriente pasaron a los Jardines de Sabatini_ proyectados en tiempos de la segunda Rep#ublica por el arquitecto Fernando Garc#ia Mercadal donde estaban las antiguas caballerizas_ y se instalaron alrededor del estanque que ordena el conjunto. Alfonso VI (1040-1109)_ Rey de Castilla y Le#on entre 1065 y 1109_ apodado &amp;ldquo;el Bravo&amp;rdquo;_ segundo hijo de Fernando I y de Sancha_ a la muerte de su padre recibi#o el Reino de Le#on_ quedando Castilla para el primog#enito Sancho y Galicia para el hermano pequeño Garc#ia. Tras la muerte de su madre_ en 1067_ comenzaron las disputas. Sancho no acept#o el testamento de su padre y quiso apoderarse de los reinos de sus hermanos_ encarcel#o a Alfonso en Burgos de donde logr#o escaparse para refugiarse bajo la protecci#on del rey taifa en Toledo. El asesinato de Sancho_ por el desertor Vellido Dolfos_ le permiti#o recuperar el trono de Castilla_ pero antes tuvo que jurar ante El Cid_ en la iglesia de Santa Gadea en Burgos_ su no participaci#on en la muerte de su hermano. El acontecimiento m#as importante de su reinado fue la conquista de Toledo en 1085_ lo que provoc#o la entrada de los almor#avides en la Pen#insula en defensa de los reinos taifas. A su muerte_ en 1109_ su corona pas#o a manos de su hija D&amp;ordf; Urraca_ casada con Alfonso I de Arag#on.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e008091d1b9c4510091d1b9c45102e085a0aRCRD,NOConocido,NoDireccionNum76096,NOConocido,MADRID,MADRID,10000,10000N4565,PALACIO,CENTRO,40.419735543562204,419735543562204N4850,-3.7139260638011327,NOConocido,NOConocido,NoIdentificado,Estatua,Estatua,1750,CORRAL_ Felipe del,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408005.pdf?idMonumento=e008091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408006,Alfonso Viii,NOConocido,NOConocido,NOConocido,NOConocido,Forma parte esta escultura de la serie concebida por el fraile benedictino Mart#in Sarmiento en 1743 para la decoraci#on exterior del Palacio Real y_ concretamente_ de la balaustrada corrida superior_ atendiendo a los proyectos de Juvarra y Sacchetti. Fueron esculpidas 114 estatuas entre dicho año de 1743 y 1748_ durante los reinados de Felipe V y Fernando VI y bajo la direcci#on de los escultores de S.M. Juan Domingo Olivieri y Felipe de Castro_ las cuales se llegaron a colocar total o parcialmente_ pues hay noticia que_ durante el reinado de Carlos III_ el arquitecto mayor Francisco Sabatini llev#o a cabo su desmontaje y almacenamiento en el Palacio_ atendiendo a nuevos criterios est#eticos. En 1842 fueron restauradas por Francisco El#ias y Jos#e Tom#as_ distribuy#endose por diferentes lugares_ como la Plaza de Oriente de Madrid_ el Parque del Retiro_ el Museo del Ej#ercito y otras localidades_ como Aranjuez_ Toledo_ Burgos_ Logroño y Vitoria. En 1943 ocho de las estatuas de reyes que estaban en la Plaza de Oriente pasaron a los Jardines de Sabatini_ proyectados en tiempos de la segunda Rep#ublica por el arquitecto Fernando Garc#ia Mercadal donde estaban las antiguas caballerizas_ y se instalaron alrededor del estanque que ordena el conjunto. La figura representa al rey Alfonso VIII (1155-1214)_ apodado &amp;ldquo;el de las Navas&amp;rdquo; o &amp;ldquo;el Noble&amp;rdquo;_ rey de Castilla entre 1158 y 1214_ hijo de Sancho III y Blanca de Navarra. Accedi#o al trono al contar tres años de edad lo que motiv#o el conflicto entre las familias nobles_ los Lara y los Castro_ que pretend#ian su tutela. Su reinado efectivo no comenz#o hasta 1169_ al año siguiente se cas#o con Leonor Plantagenet. La principal preocupaci#on de su reinado fue la lucha contra los almohades. En 1212 intervino en la batalla de las Navas de Tolosa junto a Pedro II de Arag#on y a Sancho VII_ que supuso la victoria decisiva para los reinos cristianos. Su labor legislativa_ con la concesi#on de fueros a varias ciudades_ fue tan importante como la cultural_ en la que destac#o con la fundaci#on_ en 1209_ de la primera Universidad española en Palencia. A su muerte le sucedi#o su hijo Enrique I.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0108091d1b9c4510091d1b9c45102e085a0aRCRD,NOConocido,NoDireccionNum66841,NOConocido,MADRID,MADRID,10000,10000N3604,PALACIO,CENTRO,40.41988883272301,41988883272301N4421,-3.71390410926712,NOConocido,NOConocido,NoIdentificado,Estatua,Estatua,1750,VILLANUEVA BARBALES_ Juan de,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408006.pdf?idMonumento=0108091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,400034,Alfonso X El Sabio,NOConocido,NOConocido,NOConocido,NOConocido,Al aproximarse la finalizaci#on de las obras  de la Biblioteca y Museo Arqueol#ogico Nacionales_ que se hab#ia iniciado en 1866 por el arquitecto albaceteño Francisco Jareño y Alarc#on_ y continuado en 1885 por el c#antabro Antonio Ruiz de Salces_ se convoc#o en 1891 por la Real Academia de Bellas Artes un concurso p#ublico entre escultores españoles_ en el que se fijaban los temas y las dimensiones de todas las obras que deb#ian ornamentarla con el fin de completar de esa forma tan importante construcci#on. Este estricto concurso_ como todos los de su #epoca_ solicitaba a los autores de los bocetos escogidos el que se realizase una r#eplica en yeso a tamaño natural_ que se juzgaba una vez observada en su situaci#on de destino antes de ser premiada y tallada de forma definitiva. El escultor ganador de la propuesta de estatua a Alfonso X “El Sabio” (1221–1284)_ as#i como la de San Isidoro con la que hace pareja flanqueando la escalinata de la entrada a la Biblioteca Nacional_ y la de Alonso Berruguete que se halla en el lado del Museo Arqueol#ogico_ fue Jos#e Alcoverro Amor#os (1835–1910)_ escultor tarraconense afincado en Madrid_ disc#ipulo de Jos#e Piquer y autor entre otras_ de las estatuas del Padre Piquer en la plaza de las Descalzas_ y de Agust#in Arg&amp;uuml;elles_ antes situada en la calle de la Princesa.Por la estatua de Alfonso X Alcoverro cobr#o 17.500 pesetas_ y ejecut#o con gran potencia expresiva una representaci#on sedente del rey_ autor de las Cantigas y las Siete Partidas_ sobre un asiento medieval_ a sugerencia de la Academia_ que prefiri#o esa posici#on en lugar del pedestal arquitect#onico que hab#ia propuesto el autor. Se labr#o en m#armol blanco italiano_ respetando las medidas que hab#ia dictado la propia Academia_ siendo una obra muy alabada por su serena monumentalidad.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8d18091d1b9c4510091d1b9c45102e085a0aRCRD,PASEO RECOLETOS,PaseoRecoletosNum34156,20,MADRID,MADRID,28001,28001N53911,RECOLETOS,SALAMANCA,40.423003507448364,423003507448364N6830,-3.6908364756092715,NOConocido,NOConocido,NoIdentificado,Estatua,Estatua,1892,ALCOBERRO Y AMORÓS_ Jos#e,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400034.pdf?idMonumento=8d18091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408007,Alfonso X El Sabio,NOConocido,NOConocido,NOConocido,NOConocido,Forma parte esta escultura de la serie concebida por el fraile benedictino Mart#in Sarmiento en 1743 para la decoraci#on exterior del Palacio Real y_ concretamente_ de la balaustrada corrida superior_ atendiendo a los proyectos de Juvarra y Sacchetti. Fueron esculpidas 114 estatuas entre dicho año de 1743 y 1748_ durante los reinados de Felipe V y Fernando VI y bajo la direcci#on de los escultores de S.M. Juan Domingo Olivieri y Felipe de Castro_ las cuales se llegaron a colocar total o parcialmente_ pues hay noticia que_ durante el reinado de Carlos III_ el arquitecto mayor Francisco Sabatini llev#o a cabo su desmontaje y almacenamiento en el Palacio_ atendiendo a nuevos criterios est#eticos. En 1842 fueron restauradas por Francisco El#ias y Jos#e Tom#as_ distribuy#endose por diferentes lugares_ como la Plaza de Oriente de Madrid_ el Parque del Retiro_ el Museo del Ej#ercito y otras localidades_ como Aranjuez_ Toledo_ Burgos_ Logroño y Vitoria. En 1943 ocho de las estatuas de reyes que estaban en la Plaza de Oriente pasaron a los Jardines de Sabatini_ proyectados en tiempos de la segunda Rep#ublica por el arquitecto Fernando Garc#ia Mercadal donde estaban las antiguas caballerizas_ y se instalaron alrededor del estanque que ordena el conjunto. La figura representa al rey Alfonso X (1221-1284)_ rey de Castilla y Le#on (1252-1284)_ sucedi#o a su padre Fernando III el Santo. Se consideraba heredero por la rama materna a la corona imperial alemana y fue proclamado Emperador_ aunque no coronado. Su labor cultural fue m#as importante que la pol#itica_ est#a considerado el creador de la prosa castellana y el introductor en la cultura occidental de numerosos elementos orientales. Fund#o varias escuelas de investigaci#on y traducci#on_ destacando entre todas ellas la de Toledo. Escribi#o numerosas obras entre las que destaca las &amp;ldquo;C#antigas de Santa Mar#ia&amp;rdquo;_ escrita en galaico-portugu#es_ con cerca de cuatrocientas poes#ias de creaci#on personal. Muri#o en Sevilla en 1284 y est#a enterrado en su Catedral.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2108091d1b9c4510091d1b9c45102e085a0aRCRD,JARDINES SABATINI,JardinesSabatiniNum7227,NOConocido,MADRID,MADRID,10000,10000N3504,NOConocido,DISTRITO,40.421539992385334,421539992385334N364,-3.7133117877488413,NOConocido,NOConocido,NoIdentificado,Estatua,Estatua,1750,ELGUEROS_ Andr#es de los,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408007.pdf?idMonumento=2108091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
