Clase,same_as_clase,PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,CONTENT-URL,DIRECCION,ParsedStreet,NUM,LOCALIDAD,same_as_localidad,PROVINCIA,same_as_provincia,CODIGO-POSTAL,ParsedPostal,BARRIO,same_as_barrio,DISTRITO,same_as_distrito,LATITUD,CoorParsed,LONGITUD,TELEFONO,EMAIL,TIPO,SUBTIPO,SubTipoParseado,FECHA,AUTORES,PDF
Spanish Museum,https://wikidata.org/entity/Q55188818,2067,Museo Africano Misioneros Combonianos,NOConocido,Grupos con cita previa en el teléfono 914 152 412 o en la web: de lunes a viernes de 9:30 a 13:30 horas.  Individuales: Visitas guiadas sin cita previa los domingos a las 11:30 horas.,NOConocido,Bus: 11_ 70_ 114_ 122_ 115_ 200.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ab8ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE ARTURO SORIA,CalleArturoSoriaNum65102,101,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,28043N5744,San-juan-bautista,https://wikidata.org/entity/Q165609,Ciudad-Lineal,https://wikidata.org/entity/Q1763694,40.449464654033605,449464654033605N394,-3.65149172790308,914 152 412,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2050,Museo Arqueológico Nacional,Fundado en 1867_ el MAN se inauguró en 1895 en su actual sede_ en el Palacio de Biblioteca y Museos_ edificio proyectado por Francisco Jareño y terminado por Antonio Ruiz de Salces.,De martes a sábados de 9:30 a 20 horas. Domingos y festivos de 9:30 a 15 horas.   Cerrado   Todos los lunes del año. 1 y 6 de enero_ 1 y 15 de mayo_  24_ 25 y 31 de diciembre.  Más información horarios,NOConocido,Metro: Serrano (línea 4)  Bus: 1_ 9_ 19_ 51_ 74_ 5_ 14_ 27_ 45_ 53_ 150  Cercanías Renfe: Recoletos (línea C1_ C2_ C7_ C-10 y Regional)  Bicimad: Estación 95 (calle Claudio Coello 109)  Aparcamiento: Colón (2)_ Plaza de Colón s/n,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fd8ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE SERRANO,CalleSerranoNum51122,13,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28001,28001N38723,Recoletos,https://wikidata.org/entity/Q3814551,Salamanca,https://wikidata.org/entity/Q1773521,40.42327763947072,42327763947072N4974,-3.688418705931963,915 777 912,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2072,Museo Casa De La Moneda,NOConocido,De martes a viernes ininterrumpidamente de 10 a 20. Sábados_ domingos y festivos de 10 a 14:15 horas. Cerrado los lunes (incluidos festivos)_ y los días 1 de enero;  1 y 2 de mayo;  24_ 25 y 31 de diciembre.,NOConocido,Metro: O&amp;acute;Donnell (línea 6)_ Goya (líneas 2_ 4)  Bus: 143_ 2_ 30_ 56_ 71_ C2_ 28  Bicimad: Estación 101 (calle Jorge Juan_ 131).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12f8ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE DOCTOR ESQUERDO,CalleDoctorEsquerdoNum11119,36,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28028,28028N13676,Goya,https://wikidata.org/entity/Q3814578,Salamanca,https://wikidata.org/entity/Q1773521,40.42259797372905,42259797372905N2880,-3.6691502061733674,915 666 544,museocasadelamoneda@fnmt.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,4112,Museo Cerralbo,Este Palacio_ construido entre 1883 y 1893_ fue concebido como vivienda y como museo para sede de las obras de arte reunidas por los Marqueses de Cerralbo y sus hijos_ los Marqueses de Villa Huerta_ durante los numerosos viajes que realizaron por España y Europa.,De martes a sábado de 9:30 a 15 horas. Jueves_ apertura extraordinaria por la tarde_ de 17 a 20 horas_ excepto festivos. Entrada gratuita. Domingos y festivos de 10 a 15 horas. Cerrado: todos los lunes_ 1 y 6 de enero_ 1 de mayo_ 24_ 25 y 31 de diciembre_ una fiesta local.,NOConocido,Metro: Plaza de España (líneas 3_ 10)_ Príncipe Pío (líneas 6 y 10)  Bus: 62_ 74.  Cercanías Renfe: Príncipe Pio (líneas C1_ C7 Y C10).  Bicimad: Estación 14 (calle Ventura Rodríguez_ 2).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4efb0c40971c010VgnVCM1000000b205a0aRCRD,CALLE VENTURA RODRIGUEZ,CalleVenturaRodriguezNum85813,17,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28008,28008N93638,Argüelles,https://wikidata.org/entity/Q64874,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.42376732078657,42376732078657N9304,-3.7146170388153497,915 473 646,museo.cerralbo@cultura.gob.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,10091450,Museo Emt,El Museo de la EMT se ha convertido en realidad tras una década de duro trabajo de recuperación_ restauración y reparación del patrimonio histórico de la Empresa Municipal de Transportes de Madrid_ especialmente_ material móvil_ mobiliario_ piezas mecánicas_ maquinaria y otros elementos inherentes a la actividad de la EMT en sus 70 años de historia.,Visitas (con cita previa)  Apertura estacional durante seis meses al año: todos los sábados de abril_ mayo_ junio_ julio_ septiembre y octubre)_ a las 10_ a las 11:30 y a las 13 horas. Por ser un centro de trabajo únicamente pueden realizarse de forma organizada_ previamente concertadas y limitadas a un máximo de 40 personas por turno. Duración: 60 minutos aproximadamente. Compra de entradas y reserva de horarios a través de la web: http://tienda.emtmadrid.es (a partir del 1 de marzo de 2018).,Si tiene una discapacidad física o sensorial_ contacta con el Museo antes de reservar la visita y le informarán de la accesibilidad a la instalación.,Metro: Begoña (línea 10). Bus: 66_ 173_ 174_ 176_ 191_ 193_ 194_ 195_ 196_ 197_ 712_ 713_ 714_ 716_ L171.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d56ad05b2a255510VgnVCM2000001f4a900aRCRD,CALLE MAURICIO LEGENDRE,CalleMauricioLegendreNum60654,40,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28046,28046N65113,Castilla,https://wikidata.org/entity/Q3813735,Chamartín,https://wikidata.org/entity/Q1766348,40.480173612860305,480173612860305N9501,-3.6831595451893273,914 068 810,NOConocido,OrganismosEmpresasMunicipales,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,10237457,Museo Félix Cañada,Una selección de más de quinientas obras de arte de entre las cerca de mil de la donación original_ constituyen la Colección Permanente que se puede visitar en las salas del Museo Félix Cañada de la Fundación Gómez Pardo_ adscrita a la Escuela Técnica Superior de Ingenieros de Minas y Energía de la Universidad Politécnica de Madrid. Donada por el ingeniero de minas Doctor Félix Cañada Guerrero a la Fundación Gómez Pardo_ reúne una amplia representación de trabajos de destacados artistas_ pintores_ escultores_ ilustradores_ grabadores_ orfebres_ ceramistas_ etc. abarcando diferentes periodos desde el siglo XI hasta nuestros días.,Lunes_ miércoles y viernes_ de 10 a 13 horas_ previa solicitud descargando el impreso en formato PDF y enviarlo cumplimentado a museo@fgomezpardo.es o bien mediante fax al 91 442 95 29. .,NOConocido,Metro: Rios Rosas (línea 1).  Bus: 45_ 12_ 149_ 3_ 37.  Bicimad: Estación 130 (calle Santa Engracia_ 127).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb22820a52799510VgnVCM1000001d4a900aRCRD,CALLE ALENZA,CalleAlenzaNum67012,1,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,28003N88348,Ríos-rosas,https://wikidata.org/entity/Q10366270,Chamberí,https://wikidata.org/entity/Q1763370,40.442581673356834,442581673356834N1324,-3.700796192332983,914 417 921,museo@fgomezpardo.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2074,Museo Geominero,Los objetivos del Museo Geominero son conservar_ investigar y difundir la riqueza y diversidad del patrimonio geológico_ paleontológico y mineralógico a través de las importantes colecciones de minerales_ rocas y fósiles procedentes de todas las regiones españolas y de antiguos territorios coloniales_ así como de yacimientos significados del registro mundial,De lunes a domingo y festivos de 9 a 14 horas. Cerrado los días 1 y 6 de enero y 24_ 25 y 31 de diciembre.,NOConocido,Metro: Ríos Rosas (línea 1) y Alonso Cano (línea 7).  Bus: 45_ 12_ 149_ 3_ 37_ 5.  Bicimad: Estación 130 (calle Santa Engracia_ 127).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff0bef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE RIOS ROSAS,CalleRiosRosasNum12701,23,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,28003N83090,Ríos-rosas,https://wikidata.org/entity/Q10366270,Chamberí,https://wikidata.org/entity/Q1763370,40.442047952073665,442047952073665N4296,-3.699670468881422,913 495 759,m.geominero@igme.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2075,Museo Histórico Minero Don Felipe De Borbón Y Grecia,Ubicado en la Escuela Técnica Superior de Ingenieros de Minas de Madrid,De lunes a viernes_ de 9 a 14 horas.,NOConocido,Metro: Ríos Rosas (línea 1)  Bus: 3_ 12_ 37_ 45_ 149  Bicimad: Estación 130 (calle Santa Engracia_ 127),NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=822bef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE RIOS ROSAS,CalleRiosRosasNum53258,21,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,28003N86384,Ríos-rosas,https://wikidata.org/entity/Q10366270,Chamberí,https://wikidata.org/entity/Q1763370,40.44207963042673,44207963042673N3609,-3.7003900716027776,913 367 017,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,18176,Museo Ico,NOConocido,De martes a sábados: de 11 a 20 horas.   Domingos y festivos: de 10 a 14 horas.    Cerrado: Todos los lunes del año.   Horarios especiales: 24 y 31 de diciembre de 10 a 14 horas. 1 de mayo y 25 de diciembre cerrado.,NOConocido,Metro: Sevilla (línea 2).  Bus: 53_ 15_ 20_ M1_ 150_ 5_ 46_ 52.  BICIMAD: estación 28 (calle Alcalá_ 27).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2886444a2951c010VgnVCM2000000c205a0aRCRD,CALLE ZORRILLA,CalleZorrillaNum18375,3,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N7056,Cortes,https://wikidata.org/entity/Q2535637,Centro,https://wikidata.org/entity/Q1763376,40.41675330128869,41675330128869N5506,-3.6977346235068373,914 201 242,museoico@ico.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,6019032,Museo Los Caños Del Peral. Estación De Metro Ópera,La estación de Ópera cuenta con el mayor museo arqueológico bajo tierra de Madrid_ un espacio de 200 m2 donde se pueden ver restos arqueológicos de los siglos XVI y XVII pertenecientes a la Fuente de los Caños del Peral_ el Acueducto de Amaniel y la Alcantarilla del Arenal.,Previa reserva en la página museosmetromadrid.es.  Viernes: de 16:00 a 20:00 horas. Sábados: de 10:00 a 14:00 horas y de 16:00 a 20:00 horas. Domingos: de 10:00 a 14:00 horas.,NOConocido,Metro: Ópera (líneas 2_ 5 y Ramal).   Bicimad: Estación 24 (calle Carlos III_ 1).    Aparcamiento: Descalzas (20)_ plaza Descalzas y plaza San Martín.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=435950262d50f210VgnVCM2000000c205a0aRCRD,PLAZA ISABEL II,PlazaIsabelIiNum947,1,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28013,28013N8308,Palacio,https://wikidata.org/entity/Q2136510,Centro,https://wikidata.org/entity/Q1763376,40.41775560280743,41775560280743N4108,-3.709202070089538,NOConocido,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2053,Museo Lázaro Galdiano,NOConocido,Martes a domingo_ de 9:30 a 15 horas. Lunes cerrado.,NOConocido,Metro: Gregorio Marañón (línea 7 y 10)  Bus: 12_ 16_ 9_ 19_ 51_ 61,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d1aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE SERRANO,CalleSerranoNum39732,122,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,28006N68009,Castellana,https://wikidata.org/entity/Q4781,Salamanca,https://wikidata.org/entity/Q1773521,40.436750328725985,436750328725985N7133,-3.6861980129207894,915 616 084,NOConocido,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,5349304,Museo Nacional Centro De Arte Reina Sofía (mncars),Edificio Sabatini: calle Santa Isabel 52.  Edificio Nouvel (ampliación): ronda de Atocha_ esquina a plaza del Emperador Carlos V.  Espacios en el parque del Retiro: Palacio de Velázquez y Palacio de Cristal.,Lunes y de miércoles a sábado_ de 10 a 20 horas. Martes cerrado (incluso festivos). Domingos de 10 a 14:30 horas.  Cerrado: 1 y 6 enero_ 1 y 15 mayo_ 9 noviembre_ 24_ 25 y 31 diciembre.,NOConocido,Metro: Estación del Arte (Atocha) (línea 1)  Bus: 27_ 34_ C03_ C1_ 26_ 32_ 6_ 59_ 85_ E1_ C2_ 119_ 36_ 41_ 001_ 10_ 14_ 37_ 45  Cercanías Renfe: Atocha (líneas C1_ C2_ C3_ C4_ C5_ C7_ C8_ C10)  Bicimad: Estación 50 (calle Santa Isabel_ 57) / Estación 51 (Ronda de Atocha_ 2)  Parking: Sánchez Bustillo (37)_ C/ Sánchez Bustillo,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69d8275bad5a1210VgnVCM2000000c205a0aRCRD,CALLE SANTA ISABEL,CalleSantaIsabelNum42262,52,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28012,28012N53575,Embajadores,https://wikidata.org/entity/Q2449844,Centro,https://wikidata.org/entity/Q1763376,40.40854131574014,40854131574014N2322,-3.6940316511856017,917 741 000,museoreinasofia@clorian.com,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2099,Museo Nacional Thyssen-bornemisza,El palacio donde se ubica la colección fue el antiguo palacio del duque de Villahermosa. Edificación neoclásica. Posteriormente se adapta como entidad bancaria perdiento sus espacios interiores. Más tarde_ pasó a formar parte de los edificios del Museo del Prado. Desde principios de los 90 alberga la Colección Thyssen. El museo ofrece un recorrido por la historia de la pintura europea desde sus inicios en el siglo XIII_ hasta finales del siglo XX.,Colecciones permanentes:  lunes de 12 a 16 horas (acceso gratuito gracias al patrocinio de MasterCard). Martes a domingos de 10 a 19 horas.   Exposiciones temporales: consultar horario específico en Museo.  Avisos y aperturas extraordinarias: los días 1 de enero_ 1 de mayo y 25 de diciembre el Museo permanecerá cerrado. El 24 y el 31 de diciembre el horario de apertura del Museo será de 10 a 15 horas.,NOConocido,Metro: Banco de España (línea 2)  Bus: 10_ 14_ 27_ 34_ 37_ 45_ C03  Cercanías Renfe: Recoletos  Bicimad: Estación 27 (calle Jesús_ 1) / Estación 29 (calle Marqués de Cubas_ 25)  Parking: Cortes (46)_ Plaza de las Cortes,Arquitecto: Antonio López Aguado (1805 - 1806)  Adecuación: Rafael Moneo (1989 - 1992)  Ampliación: BOPBAA (1999 - 2004),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b8079262ef5d010VgnVCM1000000b205a0aRCRD,PASEO PRADO,PaseoPradoNum49651,8,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N19205,Cortes,https://wikidata.org/entity/Q2535637,Centro,https://wikidata.org/entity/Q1763376,40.41600553697803,41600553697803N4051,-3.694744831131079,917 911 370,cav@museothyssen.org,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2057,Museo Nacional De Antropología,El Museo está instalado en el edificio de estilo clasicista construido por el Marqués de Cubas en 1875 por encargo del Doctor González Velasco_ fundador de la institución.,De martes a sábado de 9:30 a 20 horas. Domingos: de 10 a 15 horas. Cerrado todos los lunes del año y los días 1 y 6 de enero_ 1 de mayo_ 24_ 25 y 31 de diciembre y un festivo local. La taquilla se cerrará 15 minutos antes del cierre.,NOConocido,Metro: Estación del Arte (línea 1).  Bus: 19_  C1_ 10_ 14_ 26_ 32_ 102_ 37_ 59_ 001_ C2_ 203_ 85_ 141.  Cercanías Renfe: Atocha (líneas C1_ C2_ C3_ C4_ C5_ C7_ C8_ C10).  Bicimad: Estación 80 a y b (paseo Infanta Isabel_ 3).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=456079262ef5d010VgnVCM1000000b205a0aRCRD,CALLE ALFONSO XII,CalleAlfonsoXiiNum36736,68,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N46840,Jerónimos,https://wikidata.org/entity/Q10306766,Retiro,https://wikidata.org/entity/Q2002296,40.407887537677716,407887537677716N4891,-3.688862923660605,915 306 418,antropologico@cultura.gob.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2055,Museo Nacional De Artes Decorativas,Inaugurado en 1912_ su sede es un típico palacete madrileño del último tercio del siglo XIX. El museo posee muebles_ cerámicas_ vidrios_ joyas_ tejidos_ arte oriental_ y hasta 30 000 objetos distintos que a lo largo de la historia han servido para embellecer las casas_ palacios y los monumentos de distintas culturas. El museo posee muestras como el Jarrón de Sevres regalo de Napoleón III_ la Cocina Valenciana del siglo XVIII compuesta por más de 1500 azulejos de Manises_ la Mesa de plata del siglo XVI o la colección de alfombras españolas de los siglos XV al XVII.,Martes a sábados de 9:30 a 15 horas. Domingo y festivos: de 10 a 15 horas. Jueves tarde de 17 a 20 horas (excepto julio y agosto).  Cerrado:  todos los lunes_ 1 y 6 de enero_ 1 y 15 de mayo_ 24_ 25 y 31 de diciembre.    La venta de entradas finalizará 30 minutos antes del cierre.,NOConocido,Metro: Retiro (línea 2).  Bus: 19_ 1_ 146_ 15_ 2_ 20_ 51_ 52_ 74_ 9_ E1_ 203_ 14_ 27_ 37_ 45.  Cercanías Renfe: Recoletos (líneas C1_ C2_ C7_ C8 Y C10).  Bicimad: Estaciones 65 (calle Antonio Maura_ 15) y 60 (plaza de la Independencia_ 6).  Parking: Montalbán (49)_ C/ Montalbán (entre C/ Alfonso XI y P&amp;ordm; Prado),El Museo dispone de una rampa de acceso al edificio en la calle Montalbán. Para su uso_ es necesario avisar con antelación al personal del Museo.El acceso a las diferentes plantas_ puede realizarse mediante ascensor. Debido a las dimensiones del mismo_ es necesario emplear en él las sillas de ruedas que el Museo pone a su disposición_ previa solicitud.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=287079262ef5d010VgnVCM1000000b205a0aRCRD,CALLE MONTALBAN,CalleMontalbanNum59794,12,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N44692,Jerónimos,https://wikidata.org/entity/Q10306766,Retiro,https://wikidata.org/entity/Q2002296,40.417891279015194,417891279015194N2052,-3.689754685481908,915 326 499,mnad@cultura.gob.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2056,Museo Nacional De Ciencias Naturales,NOConocido,De martes a viernes de 10 a 17 horas. Sábados_ domingos y festivos de 10 a 20 horas. Agosto_de 10 a 15 horas. Cerrado los lunes (excepto los festivos). Cerrado el 1 y 6 de enero_ el 1 de mayo y el 25 de diciembre. Los días 24 y 31 de diciembre el museo permanecerá abierto de 10 a 15 horas.,NOConocido,Metro: Gregorio Marañón (líneas 7_ 10).  Bus: 12_ 45_ 14_ 147_ 150_ 27_ 40_ 7.  Bicimad: Estación 139 (Calle José Gutiérrez Abascal_ 2).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8edbef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE JOSE GUTIERREZ ABASCAL,CalleJoseGutierrezAbascalNum62459,2,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,28006N74676,El-viso,https://wikidata.org/entity/Q4778,Chamartín,https://wikidata.org/entity/Q1766348,40.44042007613476,44042007613476N4234,-3.690220716379925,NOConocido,NOConocido,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2076,Museo Naval,Temática: Historia de la navegación española.,De martes a domingo de 10 a 19 horas. Durante el mes de agosto_ horario reducido de 10 a 15 horas. El desalojo del museo se hará entre 15 y 30 min antes del cierre_ dependiendo de las personas que haya en las salas y de las normas en vigor por la COVID-19. El museo en su totalidad o alguna de sus salas podrán cerrarse de manera excepcional fuera de estas fechas_ comunicándose al público con la debida antelación.,NOConocido,Metro: Banco de España (línea 2).  Bus: E1_ 14_ 27_ 37_ 45_ C03_ 203_ 001_ 34_ 1_ 146_ 15_ 2_ 20_ 51_ 52_ 74_ 9.  Bicimad: Estación 86 (plaza de Cibeles).    Aparcamiento: Montalbán (49)_ calle Montalbán entre calle Alfonso XI y paseo del Prado.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a30cef4d7f71c010VgnVCM1000000b205a0aRCRD,PASEO PRADO,PaseoPradoNum96737,5,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N31090,Jerónimos,https://wikidata.org/entity/Q10306766,Retiro,https://wikidata.org/entity/Q2002296,40.41751289873052,41751289873052N703,-3.692768317427539,915 238 516,museonavalmadrid@fn.mde.es y reservas_museonaval@fn.mde.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2085,Museo Postal Y Telegráfico,El  Museo Postal y Telegráfico ofrece al visitante un recorrido temático y cronológico a través  de la historia de las comunicaciones_ desde la más tradicional_ la carta_ hasta las comunicaciones por satélite. En este museo se conservan y exhiben los fondos postales y de telecomunicación desde los primeros hitos conocidos hasta nuestros días.,De lunes a viernes de 9 a 14 y de 16 a 18 horas.,Bus: 161.,NOConocido,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c82cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE TAPIA DE CASARIEGO,CalleTapiaDeCasariegoNum14007,6,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28023,28023N99675,Valdemarín,https://wikidata.org/entity/Q10388725,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.467706026917405,467706026917405N7409,-3.7690721403206724,917 401 440,info@museopostalytelegrafico.com,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,4997114,Museo Sorolla,NOConocido,De martes a sábado: de 9:30 a 20 horas  Domingos y festivos: de 10 a 15 horas Cerrado: todos los lunes del año_ 1 de enero_ 6 de enero_ 1 de mayo_ 9 noviembre_ 24_ 25 y 31 de diciembre,NOConocido,Metro: Rubén Darío (línea 5)_ Gregorio Marañón (líneas 7_ 10)_ Iglesia (línea 1)  Bus: 16_ 5_ 61_ 147_ 40_ 7,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6dd05e93aad9c110VgnVCM1000000b205a0aRCRD,PASEO GENERAL MARTINEZ CAMPOS,PaseoGeneralMartinezCamposNum92228,37,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28010,28010N82578,Almagro,https://wikidata.org/entity/Q10954432,Chamberí,https://wikidata.org/entity/Q1763370,40.43557863874977,43557863874977N1897,-3.6923288211390055,913 101 584,museo.sorolla@cultura.gob.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
