Clase,PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,CONTENT-URL,DIRECCION,ParsedStreet,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,ParsedPostal,BARRIO,DISTRITO,LATITUD,CoorParsed,LONGITUD,TELEFONO,EMAIL,TIPO,SUBTIPO,SubTipoParseado,FECHA,AUTORES,PDF
museos,2067,Museo Africano Misioneros Combonianos,NOConocido,Grupos con cita previa en el tel#efono 914 152 412 o en la web: de lunes a viernes de 9:30 a 13:30 horas.  Individuales: Visitas guiadas sin cita previa los domingos a las 11:30 horas.,NOConocido,Bus: 11_ 70_ 114_ 122_ 115_ 200.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ab8ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE ARTURO SORIA,CalleArturoSoriaNum65102,101,MADRID,MADRID,28043,28043N5744,SAN JUAN BAUTISTA,CIUDAD LINEAL,40.449464654033605,449464654033605N394,-3.65149172790308,914 152 412,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2050,Museo Arqueol#ogico Nacional,Fundado en 1867_ el MAN se inaugur#o en 1895 en su actual sede_ en el Palacio de Biblioteca y Museos_ edificio proyectado por Francisco Jareño y terminado por Antonio Ruiz de Salces.,De martes a s#abados de 9:30 a 20 horas. Domingos y festivos de 9:30 a 15 horas.   Cerrado   Todos los lunes del año. 1 y 6 de enero_ 1 y 15 de mayo_  24_ 25 y 31 de diciembre.  M#as informaci#on horarios,NOConocido,Metro: Serrano (l#inea 4)  Bus: 1_ 9_ 19_ 51_ 74_ 5_ 14_ 27_ 45_ 53_ 150  Cercan#ias Renfe: Recoletos (l#inea C1_ C2_ C7_ C-10 y Regional)  Bicimad: Estaci#on 95 (calle Claudio Coello 109)  Aparcamiento: Col#on (2)_ Plaza de Col#on s/n,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fd8ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE SERRANO,CalleSerranoNum51122,13,MADRID,MADRID,28001,28001N38723,RECOLETOS,SALAMANCA,40.42327763947072,42327763947072N4974,-3.688418705931963,915 777 912,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2072,Museo Casa De La Moneda,NOConocido,De martes a viernes ininterrumpidamente de 10 a 20. S#abados_ domingos y festivos de 10 a 14:15 horas. Cerrado los lunes (incluidos festivos)_ y los d#ias 1 de enero;  1 y 2 de mayo;  24_ 25 y 31 de diciembre.,NOConocido,Metro: O&amp;acute;Donnell (l#inea 6)_ Goya (l#ineas 2_ 4)  Bus: 143_ 2_ 30_ 56_ 71_ C2_ 28  Bicimad: Estaci#on 101 (calle Jorge Juan_ 131).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12f8ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE DOCTOR ESQUERDO,CalleDoctorEsquerdoNum11119,36,MADRID,MADRID,28028,28028N13676,GOYA,SALAMANCA,40.42259797372905,42259797372905N2880,-3.6691502061733674,915 666 544,museocasadelamoneda@fnmt.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,4112,Museo Cerralbo,Este Palacio_ construido entre 1883 y 1893_ fue concebido como vivienda y como museo para sede de las obras de arte reunidas por los Marqueses de Cerralbo y sus hijos_ los Marqueses de Villa Huerta_ durante los numerosos viajes que realizaron por España y Europa.,De martes a s#abado de 9:30 a 15 horas. Jueves_ apertura extraordinaria por la tarde_ de 17 a 20 horas_ excepto festivos. Entrada gratuita. Domingos y festivos de 10 a 15 horas. Cerrado: todos los lunes_ 1 y 6 de enero_ 1 de mayo_ 24_ 25 y 31 de diciembre_ una fiesta local.,NOConocido,Metro: Plaza de España (l#ineas 3_ 10)_ Pr#incipe P#io (l#ineas 6 y 10)  Bus: 62_ 74.  Cercan#ias Renfe: Pr#incipe Pio (l#ineas C1_ C7 Y C10).  Bicimad: Estaci#on 14 (calle Ventura Rodr#iguez_ 2).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4efb0c40971c010VgnVCM1000000b205a0aRCRD,CALLE VENTURA RODRIGUEZ,CalleVenturaRodriguezNum85813,17,MADRID,MADRID,28008,28008N93638,ARGUELLES,MONCLOA-ARAVACA,40.42376732078657,42376732078657N9304,-3.7146170388153497,915 473 646,museo.cerralbo@cultura.gob.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,10091450,Museo Emt,El Museo de la EMT se ha convertido en realidad tras una d#ecada de duro trabajo de recuperaci#on_ restauraci#on y reparaci#on del patrimonio hist#orico de la Empresa Municipal de Transportes de Madrid_ especialmente_ material m#ovil_ mobiliario_ piezas mec#anicas_ maquinaria y otros elementos inherentes a la actividad de la EMT en sus 70 años de historia.,Visitas (con cita previa)  Apertura estacional durante seis meses al año: todos los s#abados de abril_ mayo_ junio_ julio_ septiembre y octubre)_ a las 10_ a las 11:30 y a las 13 horas. Por ser un centro de trabajo #unicamente pueden realizarse de forma organizada_ previamente concertadas y limitadas a un m#aximo de 40 personas por turno. Duraci#on: 60 minutos aproximadamente. Compra de entradas y reserva de horarios a trav#es de la web: http://tienda.emtmadrid.es (a partir del 1 de marzo de 2018).,Si tiene una discapacidad f#isica o sensorial_ contacta con el Museo antes de reservar la visita y le informar#an de la accesibilidad a la instalaci#on.,Metro: Begoña (l#inea 10). Bus: 66_ 173_ 174_ 176_ 191_ 193_ 194_ 195_ 196_ 197_ 712_ 713_ 714_ 716_ L171.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d56ad05b2a255510VgnVCM2000001f4a900aRCRD,CALLE MAURICIO LEGENDRE,CalleMauricioLegendreNum60654,40,MADRID,MADRID,28046,28046N65113,CASTILLA,CHAMARTIN,40.480173612860305,480173612860305N9501,-3.6831595451893273,914 068 810,NOConocido,OrganismosEmpresasMunicipales,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,10237457,Museo F#elix Cañada,Una selecci#on de m#as de quinientas obras de arte de entre las cerca de mil de la donaci#on original_ constituyen la Colecci#on Permanente que se puede visitar en las salas del Museo F#elix Cañada de la Fundaci#on G#omez Pardo_ adscrita a la Escuela T#ecnica Superior de Ingenieros de Minas y Energ#ia de la Universidad Polit#ecnica de Madrid. Donada por el ingeniero de minas Doctor F#elix Cañada Guerrero a la Fundaci#on G#omez Pardo_ re#une una amplia representaci#on de trabajos de destacados artistas_ pintores_ escultores_ ilustradores_ grabadores_ orfebres_ ceramistas_ etc. abarcando diferentes periodos desde el siglo XI hasta nuestros d#ias.,Lunes_ mi#ercoles y viernes_ de 10 a 13 horas_ previa solicitud descargando el impreso en formato PDF y enviarlo cumplimentado a museo@fgomezpardo.es o bien mediante fax al 91 442 95 29. .,NOConocido,Metro: Rios Rosas (l#inea 1).  Bus: 45_ 12_ 149_ 3_ 37.  Bicimad: Estaci#on 130 (calle Santa Engracia_ 127).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb22820a52799510VgnVCM1000001d4a900aRCRD,CALLE ALENZA,CalleAlenzaNum67012,1,MADRID,MADRID,28003,28003N88348,RIOS ROSAS,CHAMBERI,40.442581673356834,442581673356834N1324,-3.700796192332983,914 417 921,museo@fgomezpardo.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2074,Museo Geominero,Los objetivos del Museo Geominero son conservar_ investigar y difundir la riqueza y diversidad del patrimonio geol#ogico_ paleontol#ogico y mineral#ogico a trav#es de las importantes colecciones de minerales_ rocas y f#osiles procedentes de todas las regiones españolas y de antiguos territorios coloniales_ as#i como de yacimientos significados del registro mundial,De lunes a domingo y festivos de 9 a 14 horas. Cerrado los d#ias 1 y 6 de enero y 24_ 25 y 31 de diciembre.,NOConocido,Metro: R#ios Rosas (l#inea 1) y Alonso Cano (l#inea 7).  Bus: 45_ 12_ 149_ 3_ 37_ 5.  Bicimad: Estaci#on 130 (calle Santa Engracia_ 127).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff0bef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE RIOS ROSAS,CalleRiosRosasNum12701,23,MADRID,MADRID,28003,28003N83090,RIOS ROSAS,CHAMBERI,40.442047952073665,442047952073665N4296,-3.699670468881422,913 495 759,m.geominero@igme.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2075,Museo Hist#orico Minero Don Felipe De Borb#on Y Grecia,Ubicado en la Escuela T#ecnica Superior de Ingenieros de Minas de Madrid,De lunes a viernes_ de 9 a 14 horas.,NOConocido,Metro: R#ios Rosas (l#inea 1)  Bus: 3_ 12_ 37_ 45_ 149  Bicimad: Estaci#on 130 (calle Santa Engracia_ 127),NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=822bef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE RIOS ROSAS,CalleRiosRosasNum53258,21,MADRID,MADRID,28003,28003N86384,RIOS ROSAS,CHAMBERI,40.44207963042673,44207963042673N3609,-3.7003900716027776,913 367 017,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,18176,Museo Ico,NOConocido,De martes a s#abados: de 11 a 20 horas.   Domingos y festivos: de 10 a 14 horas.    Cerrado: Todos los lunes del año.   Horarios especiales: 24 y 31 de diciembre de 10 a 14 horas. 1 de mayo y 25 de diciembre cerrado.,NOConocido,Metro: Sevilla (l#inea 2).  Bus: 53_ 15_ 20_ M1_ 150_ 5_ 46_ 52.  BICIMAD: estaci#on 28 (calle Alcal#a_ 27).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2886444a2951c010VgnVCM2000000c205a0aRCRD,CALLE ZORRILLA,CalleZorrillaNum18375,3,MADRID,MADRID,28014,28014N7056,CORTES,CENTRO,40.41675330128869,41675330128869N5506,-3.6977346235068373,914 201 242,museoico@ico.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,6019032,Museo Los Caños Del Peral. Estaci#on De Metro Ópera,La estaci#on de Ópera cuenta con el mayor museo arqueol#ogico bajo tierra de Madrid_ un espacio de 200 m2 donde se pueden ver restos arqueol#ogicos de los siglos XVI y XVII pertenecientes a la Fuente de los Caños del Peral_ el Acueducto de Amaniel y la Alcantarilla del Arenal.,Previa reserva en la p#agina museosmetromadrid.es.  Viernes: de 16:00 a 20:00 horas. S#abados: de 10:00 a 14:00 horas y de 16:00 a 20:00 horas. Domingos: de 10:00 a 14:00 horas.,NOConocido,Metro: Ópera (l#ineas 2_ 5 y Ramal).   Bicimad: Estaci#on 24 (calle Carlos III_ 1).    Aparcamiento: Descalzas (20)_ plaza Descalzas y plaza San Mart#in.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=435950262d50f210VgnVCM2000000c205a0aRCRD,PLAZA ISABEL II,PlazaIsabelIiNum947,1,MADRID,MADRID,28013,28013N8308,PALACIO,CENTRO,40.41775560280743,41775560280743N4108,-3.709202070089538,NOConocido,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2053,Museo L#azaro Galdiano,NOConocido,Martes a domingo_ de 9:30 a 15 horas. Lunes cerrado.,NOConocido,Metro: Gregorio Marañ#on (l#inea 7 y 10)  Bus: 12_ 16_ 9_ 19_ 51_ 61,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d1aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE SERRANO,CalleSerranoNum39732,122,MADRID,MADRID,28006,28006N68009,CASTELLANA,SALAMANCA,40.436750328725985,436750328725985N7133,-3.6861980129207894,915 616 084,NOConocido,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
